date,country,index_to_feb01
2019-10-10,FR,128.17
2019-10-11,FR,127.68
2019-10-12,FR,126
2019-10-13,FR,124.42
2019-10-14,FR,122.46
2019-10-15,FR,120.39
2019-10-16,FR,119.1
2019-10-17,FR,118.35
2019-10-18,FR,117.42
2019-10-19,FR,117.54
2019-10-20,FR,117.76
2019-10-21,FR,117.88
2019-10-22,FR,118.25
2019-10-23,FR,118.21
2019-10-24,FR,118.15
2019-10-25,FR,118.31
2019-10-26,FR,118.62
2019-10-27,FR,118.69
2019-10-28,FR,118.83
2019-10-29,FR,119.08
2019-10-30,FR,119.08
2019-10-31,FR,119.06
2019-11-01,FR,118.89
2019-11-02,FR,118.51
2019-11-03,FR,118.19
2019-11-04,FR,117.86
2019-11-05,FR,117.49
2019-11-06,FR,117.19
2019-11-07,FR,116.97
2019-11-08,FR,116.81
2019-11-09,FR,116.66
2019-11-10,FR,116.65
2019-11-11,FR,116.6
2019-11-12,FR,116.41
2019-11-13,FR,116.2
2019-11-14,FR,116.04
2019-11-15,FR,115.87
2019-11-16,FR,115.9
2019-11-17,FR,115.76
2019-11-18,FR,115.65
2019-11-19,FR,115.9
2019-11-20,FR,116.33
2019-11-21,FR,116.64
2019-11-22,FR,116.85
2019-11-23,FR,116.97
2019-11-24,FR,117.21
2019-11-25,FR,117.49
2019-11-26,FR,117.53
2019-11-27,FR,117.52
2019-11-28,FR,117.49
2019-11-29,FR,117.68
2019-11-30,FR,117.76
2019-12-01,FR,117.78
2019-12-02,FR,117.84
2019-12-03,FR,117.93
2019-12-04,FR,117.93
2019-12-05,FR,117.96
2019-12-06,FR,118.01
2019-12-07,FR,118.24
2019-12-08,FR,118.63
2019-12-09,FR,118.7
2019-12-10,FR,118.9
2019-12-11,FR,119.17
2019-12-12,FR,119.39
2019-12-13,FR,119.48
2019-12-14,FR,119.41
2019-12-15,FR,119.26
2019-12-16,FR,119.3
2019-12-17,FR,119.21
2019-12-18,FR,119
2019-12-19,FR,118.63
2019-12-20,FR,118.28
2019-12-21,FR,118.07
2019-12-22,FR,117.77
2019-12-23,FR,117.52
2019-12-24,FR,116.94
2019-12-25,FR,116.39
2019-12-26,FR,115.89
2019-12-27,FR,115.3
2019-12-28,FR,114.58
2019-12-29,FR,113.82
2019-12-30,FR,113.08
2019-12-31,FR,112.67
2020-02-01,FR,100
2020-02-02,FR,100.15
2020-02-03,FR,100.39
2020-02-04,FR,100.34
2020-02-05,FR,100.45
2020-02-06,FR,100.34
2020-02-07,FR,100.3
2020-02-08,FR,100.33
2020-02-09,FR,100.38
2020-02-10,FR,100.34
