date,Metro,indeed_job_postings_index
2022-01-25,"Oshawa, ON",148.91
2022-01-26,"Oshawa, ON",148.4
2022-01-27,"Oshawa, ON",148.14
2022-01-28,"Oshawa, ON",147.94
2022-01-29,"Oshawa, ON",148.11
2022-01-30,"Oshawa, ON",148.46
2022-01-31,"Oshawa, ON",148.97
2022-02-01,"Oshawa, ON",149.58
2022-02-02,"Oshawa, ON",150.49
2022-02-03,"Oshawa, ON",151.45
2022-02-04,"Oshawa, ON",152.54
2022-02-05,"Oshawa, ON",153.61
2022-02-06,"Oshawa, ON",154.43
2022-02-07,"Oshawa, ON",155.1
2022-02-08,"Oshawa, ON",155.93
2022-02-09,"Oshawa, ON",156.77
2022-02-10,"Oshawa, ON",157.27
2022-02-11,"Oshawa, ON",157.64
2022-02-12,"Oshawa, ON",158.12
2022-02-13,"Oshawa, ON",158.6
2022-02-14,"Oshawa, ON",159.02
2022-02-15,"Oshawa, ON",159.58
2022-02-16,"Oshawa, ON",160.17
2022-02-17,"Oshawa, ON",161.15
2022-02-18,"Oshawa, ON",162.05
2022-02-19,"Oshawa, ON",162.27
2022-02-20,"Oshawa, ON",162.82
2022-02-21,"Oshawa, ON",163.29
2022-02-22,"Oshawa, ON",163.32
2022-02-23,"Oshawa, ON",163.18
2022-02-24,"Oshawa, ON",162.58
2022-02-25,"Oshawa, ON",161.79
2022-02-26,"Oshawa, ON",161.62
2022-02-27,"Oshawa, ON",161.09
2022-02-28,"Oshawa, ON",160.38
2022-03-01,"Oshawa, ON",160.4
2022-03-02,"Oshawa, ON",160.69
2022-03-03,"Oshawa, ON",161.35
2022-03-04,"Oshawa, ON",162.59
2022-03-05,"Oshawa, ON",163.29
2022-03-06,"Oshawa, ON",163.92
2022-03-07,"Oshawa, ON",164.7
2022-03-08,"Oshawa, ON",165.19
2022-03-09,"Oshawa, ON",165.4
2022-03-10,"Oshawa, ON",165.66
2022-03-11,"Oshawa, ON",165.17
2022-03-12,"Oshawa, ON",165.2
2022-03-13,"Oshawa, ON",165.45
2022-03-14,"Oshawa, ON",165.64
2022-03-15,"Oshawa, ON",165.89
2022-03-16,"Oshawa, ON",165.56
2022-03-17,"Oshawa, ON",165.33
2022-03-18,"Oshawa, ON",165.26
2022-03-19,"Oshawa, ON",164.93
2022-03-20,"Oshawa, ON",164.53
2022-03-21,"Oshawa, ON",164.2
2022-03-22,"Oshawa, ON",163.63
2022-03-23,"Oshawa, ON",163.47
2022-03-24,"Oshawa, ON",163.04
2022-03-25,"Oshawa, ON",163.01
2022-03-26,"Oshawa, ON",163.41
2022-03-27,"Oshawa, ON",163.57
2022-03-28,"Oshawa, ON",164.01
2022-03-29,"Oshawa, ON",164.37
2022-03-30,"Oshawa, ON",165.06
2022-03-31,"Oshawa, ON",165.99
2022-04-01,"Oshawa, ON",167.34
2022-04-02,"Oshawa, ON",167.71
2022-04-03,"Oshawa, ON",167.9
2022-04-04,"Oshawa, ON",167.69
2022-04-05,"Oshawa, ON",167.47
2022-04-06,"Oshawa, ON",167.41
2022-04-07,"Oshawa, ON",167.14
2022-04-08,"Oshawa, ON",166
2022-04-09,"Oshawa, ON",165.46
2022-04-10,"Oshawa, ON",165.49
2022-04-11,"Oshawa, ON",166.02
2022-04-12,"Oshawa, ON",167.05
2022-04-13,"Oshawa, ON",167.82
2022-04-14,"Oshawa, ON",168.85
2022-04-15,"Oshawa, ON",170.06
2022-04-16,"Oshawa, ON",171.23
2022-04-17,"Oshawa, ON",172.27
2022-04-18,"Oshawa, ON",173
2022-04-19,"Oshawa, ON",173.54
2022-04-20,"Oshawa, ON",174.24
2022-04-21,"Oshawa, ON",174.99
2022-04-22,"Oshawa, ON",175.88
2022-04-23,"Oshawa, ON",177.02
2022-04-24,"Oshawa, ON",177.97
2022-04-25,"Oshawa, ON",178.9
2022-04-26,"Oshawa, ON",179.71
2022-04-27,"Oshawa, ON",180.73
2022-04-28,"Oshawa, ON",181.61
2022-04-29,"Oshawa, ON",182.26
2022-04-30,"Oshawa, ON",182.79
2022-05-01,"Oshawa, ON",183.36
2022-05-02,"Oshawa, ON",183.78
2022-05-03,"Oshawa, ON",183.79
2022-05-04,"Oshawa, ON",183.64
2022-05-05,"Oshawa, ON",183.11
2022-05-06,"Oshawa, ON",182.59
2022-05-07,"Oshawa, ON",182.34
2022-05-08,"Oshawa, ON",181.9
2022-05-09,"Oshawa, ON",181.74
2022-05-10,"Oshawa, ON",181.52
2022-05-11,"Oshawa, ON",181.11
2022-05-12,"Oshawa, ON",180.85
2022-05-13,"Oshawa, ON",180.71
2022-05-14,"Oshawa, ON",180.35
2022-05-15,"Oshawa, ON",180.04
2022-05-16,"Oshawa, ON",179.66
2022-05-17,"Oshawa, ON",179.74
2022-05-18,"Oshawa, ON",179.94
2022-05-19,"Oshawa, ON",180.12
2022-05-20,"Oshawa, ON",180.43
2022-05-21,"Oshawa, ON",180.22
2022-05-22,"Oshawa, ON",180.32
2022-05-23,"Oshawa, ON",180.39
2022-05-24,"Oshawa, ON",179.79
2022-05-25,"Oshawa, ON",179.12
2022-05-26,"Oshawa, ON",178.38
2022-05-27,"Oshawa, ON",177.63
2022-05-28,"Oshawa, ON",177.5
2022-05-29,"Oshawa, ON",177.28
2022-05-30,"Oshawa, ON",176.97
2022-05-31,"Oshawa, ON",177.02
2022-06-01,"Oshawa, ON",177.26
2022-06-02,"Oshawa, ON",177.82
2022-06-03,"Oshawa, ON",178.03
2022-06-04,"Oshawa, ON",177.39
2022-06-05,"Oshawa, ON",176.88
2022-06-06,"Oshawa, ON",176.5
2022-06-07,"Oshawa, ON",176.08
2022-06-08,"Oshawa, ON",175.92
2022-06-09,"Oshawa, ON",175.63
2022-06-10,"Oshawa, ON",175.8
2022-06-11,"Oshawa, ON",176.56
2022-06-12,"Oshawa, ON",176.98
2022-06-13,"Oshawa, ON",177.28
2022-06-14,"Oshawa, ON",178.15
2022-06-15,"Oshawa, ON",178.5
2022-06-16,"Oshawa, ON",178.41
2022-06-17,"Oshawa, ON",178.4
2022-06-18,"Oshawa, ON",178.15
2022-06-19,"Oshawa, ON",177.97
2022-06-20,"Oshawa, ON",177.67
2022-06-21,"Oshawa, ON",177.15
2022-06-22,"Oshawa, ON",176.26
2022-06-23,"Oshawa, ON",175.79
2022-06-24,"Oshawa, ON",174.93
2022-06-25,"Oshawa, ON",175.12
2022-06-26,"Oshawa, ON",174.71
2022-06-27,"Oshawa, ON",174.65
2022-06-28,"Oshawa, ON",174.06
2022-06-29,"Oshawa, ON",173.96
2022-06-30,"Oshawa, ON",173.83
2022-07-01,"Oshawa, ON",173.38
2022-07-02,"Oshawa, ON",172.1
2022-07-03,"Oshawa, ON",171.31
2022-07-04,"Oshawa, ON",170.45
2022-07-05,"Oshawa, ON",170.06
2022-07-06,"Oshawa, ON",169.47
2022-07-07,"Oshawa, ON",168.79
2022-07-08,"Oshawa, ON",168.51
2022-07-09,"Oshawa, ON",168.25
2022-07-10,"Oshawa, ON",168.06
2022-07-11,"Oshawa, ON",167.83
2022-07-12,"Oshawa, ON",167.59
2022-07-13,"Oshawa, ON",167.33
2022-07-14,"Oshawa, ON",167.21
2022-07-15,"Oshawa, ON",167.1
2022-07-16,"Oshawa, ON",167.38
2022-07-17,"Oshawa, ON",167.62
2022-07-18,"Oshawa, ON",167.81
2022-07-19,"Oshawa, ON",167.85
2022-07-20,"Oshawa, ON",168
2022-07-21,"Oshawa, ON",168.16
2022-07-22,"Oshawa, ON",168.19
2022-07-23,"Oshawa, ON",167.81
2022-07-24,"Oshawa, ON",167.73
2022-07-25,"Oshawa, ON",167.69
2022-07-26,"Oshawa, ON",167.42
2022-07-27,"Oshawa, ON",167.03
2022-07-28,"Oshawa, ON",166.38
2022-07-29,"Oshawa, ON",165.55
2022-07-30,"Oshawa, ON",164.84
2022-07-31,"Oshawa, ON",163.94
2022-08-01,"Oshawa, ON",162.91
2022-08-02,"Oshawa, ON",161.95
2022-08-03,"Oshawa, ON",161.14
2022-08-04,"Oshawa, ON",160.71
2022-08-05,"Oshawa, ON",160.49
2022-08-06,"Oshawa, ON",160.4
2022-08-07,"Oshawa, ON",160.28
2022-08-08,"Oshawa, ON",160.36
2022-08-09,"Oshawa, ON",160.65
2022-08-10,"Oshawa, ON",161.07
2022-08-11,"Oshawa, ON",161.85
2022-08-12,"Oshawa, ON",162.62
2022-08-13,"Oshawa, ON",163.24
2022-08-14,"Oshawa, ON",163.84
2022-08-15,"Oshawa, ON",164.11
2022-08-16,"Oshawa, ON",164.43
2022-08-17,"Oshawa, ON",164.56
2022-08-18,"Oshawa, ON",164.4
2022-08-19,"Oshawa, ON",164.23
2022-08-20,"Oshawa, ON",163.94
2022-08-21,"Oshawa, ON",163.72
2022-08-22,"Oshawa, ON",163.95
2022-08-23,"Oshawa, ON",163.84
2022-08-24,"Oshawa, ON",163.54
2022-08-25,"Oshawa, ON",163.34
2022-08-26,"Oshawa, ON",163.43
2022-08-27,"Oshawa, ON",163.78
2022-08-28,"Oshawa, ON",164.13
2022-08-29,"Oshawa, ON",164.28
2022-08-30,"Oshawa, ON",164.58
2022-08-31,"Oshawa, ON",165.19
2022-09-01,"Oshawa, ON",165.48
2022-09-02,"Oshawa, ON",165.7
2022-09-03,"Oshawa, ON",165.86
2022-09-04,"Oshawa, ON",165.88
2022-09-05,"Oshawa, ON",166.02
2022-09-06,"Oshawa, ON",166.09
2022-09-07,"Oshawa, ON",165.85
2022-09-08,"Oshawa, ON",165.47
2022-09-09,"Oshawa, ON",164.9
2022-09-10,"Oshawa, ON",164.51
2022-09-11,"Oshawa, ON",164.2
2022-09-12,"Oshawa, ON",163.52
2022-09-13,"Oshawa, ON",163.07
2022-09-14,"Oshawa, ON",162.82
2022-09-15,"Oshawa, ON",162.85
2022-09-16,"Oshawa, ON",163.08
2022-09-17,"Oshawa, ON",163.27
2022-09-18,"Oshawa, ON",163.36
2022-09-19,"Oshawa, ON",163.58
2022-09-20,"Oshawa, ON",163.63
2022-09-21,"Oshawa, ON",163.68
2022-09-22,"Oshawa, ON",163.69
2022-09-23,"Oshawa, ON",163.51
2022-09-24,"Oshawa, ON",163.09
2022-09-25,"Oshawa, ON",162.83
2022-09-26,"Oshawa, ON",162.89
2022-09-27,"Oshawa, ON",163.2
2022-09-28,"Oshawa, ON",163.35
2022-09-29,"Oshawa, ON",163.32
2022-09-30,"Oshawa, ON",162.85
2022-10-01,"Oshawa, ON",162.49
2022-10-02,"Oshawa, ON",162.2
2022-10-03,"Oshawa, ON",161.72
2022-10-04,"Oshawa, ON",161.19
2022-10-05,"Oshawa, ON",160.62
2022-10-06,"Oshawa, ON",159.98
2022-10-07,"Oshawa, ON",159.78
2022-10-08,"Oshawa, ON",159.72
2022-10-09,"Oshawa, ON",159.78
2022-10-10,"Oshawa, ON",159.99
2022-10-11,"Oshawa, ON",159.97
2022-10-12,"Oshawa, ON",160.08
2022-10-13,"Oshawa, ON",160.37
2022-10-14,"Oshawa, ON",160.49
2022-10-15,"Oshawa, ON",160.5
2022-10-16,"Oshawa, ON",160.52
2022-10-17,"Oshawa, ON",160.39
2022-10-18,"Oshawa, ON",160.48
2022-10-19,"Oshawa, ON",160.67
2022-10-20,"Oshawa, ON",160.69
2022-10-21,"Oshawa, ON",160.86
2022-10-22,"Oshawa, ON",160.82
2022-10-23,"Oshawa, ON",160.63
2022-10-24,"Oshawa, ON",160.54
2022-10-25,"Oshawa, ON",160.18
2022-10-26,"Oshawa, ON",160.27
2022-10-27,"Oshawa, ON",160.67
2022-10-28,"Oshawa, ON",161.05
2022-10-29,"Oshawa, ON",161.37
2022-10-30,"Oshawa, ON",161.76
2022-10-31,"Oshawa, ON",162.09
2022-11-01,"Oshawa, ON",162.35
2022-11-02,"Oshawa, ON",161.87
2022-11-03,"Oshawa, ON",161.34
2022-11-04,"Oshawa, ON",161.3
2022-11-05,"Oshawa, ON",161.48
2022-11-06,"Oshawa, ON",161.59
2022-11-07,"Oshawa, ON",161.63
2022-11-08,"Oshawa, ON",162.06
2022-11-09,"Oshawa, ON",162.79
2022-11-10,"Oshawa, ON",163.33
2022-11-11,"Oshawa, ON",163.33
2022-11-12,"Oshawa, ON",163.39
2022-11-13,"Oshawa, ON",163.4
2022-11-14,"Oshawa, ON",163.73
2022-11-15,"Oshawa, ON",163.57
2022-11-16,"Oshawa, ON",162.98
2022-11-17,"Oshawa, ON",162.4
2022-11-18,"Oshawa, ON",162.05
2022-11-19,"Oshawa, ON",161.51
2022-11-20,"Oshawa, ON",160.97
2022-11-21,"Oshawa, ON",160.22
2022-11-22,"Oshawa, ON",159.72
2022-11-23,"Oshawa, ON",159.94
2022-11-24,"Oshawa, ON",160.13
2022-11-25,"Oshawa, ON",160.24
2022-11-26,"Oshawa, ON",160.78
2022-11-27,"Oshawa, ON",161.38
2022-11-28,"Oshawa, ON",161.69
2022-11-29,"Oshawa, ON",162.07
2022-11-30,"Oshawa, ON",162.22
2022-12-01,"Oshawa, ON",162.53
2022-12-02,"Oshawa, ON",162.86
2022-12-03,"Oshawa, ON",163.05
2022-12-04,"Oshawa, ON",162.99
2022-12-05,"Oshawa, ON",163.27
2022-12-06,"Oshawa, ON",163.6
2022-12-07,"Oshawa, ON",164.05
2022-12-08,"Oshawa, ON",164.25
2022-12-09,"Oshawa, ON",164.6
2022-12-10,"Oshawa, ON",164.45
2022-12-11,"Oshawa, ON",164.75
2022-12-12,"Oshawa, ON",165.26
2022-12-13,"Oshawa, ON",165.9
2022-12-14,"Oshawa, ON",166.29
2022-12-15,"Oshawa, ON",166.71
2022-12-16,"Oshawa, ON",166.97
2022-12-17,"Oshawa, ON",167.32
2022-12-18,"Oshawa, ON",167.59
2022-12-19,"Oshawa, ON",167.64
2022-12-20,"Oshawa, ON",166.91
2022-12-21,"Oshawa, ON",166.11
2022-12-22,"Oshawa, ON",165.49
2022-12-23,"Oshawa, ON",164.72
2022-12-24,"Oshawa, ON",164.28
2022-12-25,"Oshawa, ON",163.71
2022-12-26,"Oshawa, ON",163.04
2022-12-27,"Oshawa, ON",162.83
2022-12-28,"Oshawa, ON",162.35
2022-12-29,"Oshawa, ON",161.67
2022-12-30,"Oshawa, ON",161.37
2022-12-31,"Oshawa, ON",160.95
2023-01-01,"Oshawa, ON",160.6
2023-01-02,"Oshawa, ON",160.4
2023-01-03,"Oshawa, ON",160.28
2023-01-04,"Oshawa, ON",160.57
2023-01-05,"Oshawa, ON",160.97
2023-01-06,"Oshawa, ON",161.17
2023-01-07,"Oshawa, ON",161.54
2023-01-08,"Oshawa, ON",161.73
2023-01-09,"Oshawa, ON",161.45
2023-01-10,"Oshawa, ON",161.73
2023-01-11,"Oshawa, ON",161.93
2023-01-12,"Oshawa, ON",162.55
2023-01-13,"Oshawa, ON",163.11
2023-01-14,"Oshawa, ON",163.63
2023-01-15,"Oshawa, ON",164.26
2023-01-16,"Oshawa, ON",164.98
2023-01-17,"Oshawa, ON",164.8
2023-01-18,"Oshawa, ON",164.77
2023-01-19,"Oshawa, ON",164.94
2023-01-20,"Oshawa, ON",164.74
2023-01-21,"Oshawa, ON",164.11
2023-01-22,"Oshawa, ON",163.62
2023-01-23,"Oshawa, ON",163.38
2023-01-24,"Oshawa, ON",163.52
2023-01-25,"Oshawa, ON",163.47
2023-01-26,"Oshawa, ON",162.66
2023-01-27,"Oshawa, ON",162.08
2023-01-28,"Oshawa, ON",161.83
2023-01-29,"Oshawa, ON",161.48
2023-01-30,"Oshawa, ON",161
2023-01-31,"Oshawa, ON",160.36
2023-02-01,"Oshawa, ON",159.67
2023-02-02,"Oshawa, ON",159.24
2023-02-03,"Oshawa, ON",159.05
2023-02-04,"Oshawa, ON",158.7
2023-02-05,"Oshawa, ON",158.09
2023-02-06,"Oshawa, ON",157.67
2023-02-07,"Oshawa, ON",157.25
2023-02-08,"Oshawa, ON",156.87
2023-02-09,"Oshawa, ON",156.21
2023-02-10,"Oshawa, ON",155.65
2023-02-11,"Oshawa, ON",155.2
2023-02-12,"Oshawa, ON",154.79
2023-02-13,"Oshawa, ON",154.36
2023-02-14,"Oshawa, ON",154.18
2023-02-15,"Oshawa, ON",154.22
2023-02-16,"Oshawa, ON",154.35
2023-02-17,"Oshawa, ON",154.13
2023-02-18,"Oshawa, ON",153.52
2023-02-19,"Oshawa, ON",153.36
2023-02-20,"Oshawa, ON",153.13
2023-02-21,"Oshawa, ON",152.7
2023-02-22,"Oshawa, ON",152.41
2023-02-23,"Oshawa, ON",152.26
2023-02-24,"Oshawa, ON",152.09
2023-02-25,"Oshawa, ON",152.4
2023-02-26,"Oshawa, ON",152.07
2023-02-27,"Oshawa, ON",151.74
2023-02-28,"Oshawa, ON",151.48
2023-03-01,"Oshawa, ON",150.81
2023-03-02,"Oshawa, ON",149.69
2023-03-03,"Oshawa, ON",148.57
2023-03-04,"Oshawa, ON",147.22
2023-03-05,"Oshawa, ON",146.04
2023-03-06,"Oshawa, ON",144.75
2023-03-07,"Oshawa, ON",143.23
2023-03-08,"Oshawa, ON",142
2023-03-09,"Oshawa, ON",141.17
2023-03-10,"Oshawa, ON",141.49
2023-03-11,"Oshawa, ON",141.92
2023-03-12,"Oshawa, ON",142.37
2023-03-13,"Oshawa, ON",142.81
2023-03-14,"Oshawa, ON",143.67
2023-03-15,"Oshawa, ON",144.25
2023-03-16,"Oshawa, ON",144.67
2023-03-17,"Oshawa, ON",144.22
2023-03-18,"Oshawa, ON",143.93
2023-03-19,"Oshawa, ON",143.87
2023-03-20,"Oshawa, ON",143.88
2023-03-21,"Oshawa, ON",143.76
2023-03-22,"Oshawa, ON",143.82
2023-03-23,"Oshawa, ON",143.93
2023-03-24,"Oshawa, ON",144.04
2023-03-25,"Oshawa, ON",143.91
2023-03-26,"Oshawa, ON",143.43
2023-03-27,"Oshawa, ON",142.91
2023-03-28,"Oshawa, ON",142.5
2023-03-29,"Oshawa, ON",142
2023-03-30,"Oshawa, ON",141.37
2023-03-31,"Oshawa, ON",140.57
2023-04-01,"Oshawa, ON",139.91
2023-04-02,"Oshawa, ON",139.25
2023-04-03,"Oshawa, ON",138.83
2023-04-04,"Oshawa, ON",138.38
2023-04-05,"Oshawa, ON",137.96
2023-04-06,"Oshawa, ON",137.98
2023-04-07,"Oshawa, ON",138.16
2023-04-08,"Oshawa, ON",138.35
2023-04-09,"Oshawa, ON",138.74
2023-04-10,"Oshawa, ON",139.15
2023-04-11,"Oshawa, ON",139.22
2023-04-12,"Oshawa, ON",139.37
2023-04-13,"Oshawa, ON",139.13
2023-04-14,"Oshawa, ON",139.07
2023-04-15,"Oshawa, ON",138.63
2023-04-16,"Oshawa, ON",138.49
2023-04-17,"Oshawa, ON",138.22
2023-04-18,"Oshawa, ON",138.48
2023-04-19,"Oshawa, ON",138.67
2023-04-20,"Oshawa, ON",139.16
2023-04-21,"Oshawa, ON",139.51
2023-04-22,"Oshawa, ON",140.25
2023-04-23,"Oshawa, ON",140.73
2023-04-24,"Oshawa, ON",141.26
2023-04-25,"Oshawa, ON",141.49
2023-04-26,"Oshawa, ON",141.64
2023-04-27,"Oshawa, ON",141.78
2023-04-28,"Oshawa, ON",141.78
2023-04-29,"Oshawa, ON",141.79
2023-04-30,"Oshawa, ON",141.87
2023-05-01,"Oshawa, ON",141.86
2023-05-02,"Oshawa, ON",141.82
2023-05-03,"Oshawa, ON",141.87
2023-05-04,"Oshawa, ON",141.41
2023-05-05,"Oshawa, ON",141.34
2023-05-06,"Oshawa, ON",141.13
2023-05-07,"Oshawa, ON",140.76
2023-05-08,"Oshawa, ON",140.54
2023-05-09,"Oshawa, ON",140.39
2023-05-10,"Oshawa, ON",140.22
2023-05-11,"Oshawa, ON",140.52
2023-05-12,"Oshawa, ON",140.1
2023-05-13,"Oshawa, ON",140.02
2023-05-14,"Oshawa, ON",140.09
2023-05-15,"Oshawa, ON",140.07
2023-05-16,"Oshawa, ON",139.79
2023-05-17,"Oshawa, ON",139.53
2023-05-18,"Oshawa, ON",138.53
2023-05-19,"Oshawa, ON",137.85
2023-05-20,"Oshawa, ON",136.53
2023-05-21,"Oshawa, ON",135.38
2023-05-22,"Oshawa, ON",134.52
2023-05-23,"Oshawa, ON",133.7
2023-05-24,"Oshawa, ON",132.94
2023-05-25,"Oshawa, ON",133.05
2023-05-26,"Oshawa, ON",132.89
2023-05-27,"Oshawa, ON",133.25
2023-05-28,"Oshawa, ON",133.22
2023-05-29,"Oshawa, ON",132.79
2023-05-30,"Oshawa, ON",132.64
2023-05-31,"Oshawa, ON",132.3
2023-06-01,"Oshawa, ON",131.67
2023-06-02,"Oshawa, ON",131.43
2023-06-03,"Oshawa, ON",131.06
2023-06-04,"Oshawa, ON",130.49
2023-06-05,"Oshawa, ON",130.15
2023-06-06,"Oshawa, ON",129.86
2023-06-07,"Oshawa, ON",129.81
2023-06-08,"Oshawa, ON",129.69
2023-06-09,"Oshawa, ON",129.4
2023-06-10,"Oshawa, ON",129.14
2023-06-11,"Oshawa, ON",129.43
2023-06-12,"Oshawa, ON",129.92
2023-06-13,"Oshawa, ON",130.18
2023-06-14,"Oshawa, ON",130.37
2023-06-15,"Oshawa, ON",130.88
2023-06-16,"Oshawa, ON",131.36
2023-06-17,"Oshawa, ON",131.64
2023-06-18,"Oshawa, ON",131.79
2023-06-19,"Oshawa, ON",131.59
2023-06-20,"Oshawa, ON",131.96
2023-06-21,"Oshawa, ON",131.95
2023-06-22,"Oshawa, ON",131.41
2023-06-23,"Oshawa, ON",130.91
2023-06-24,"Oshawa, ON",131.12
2023-06-25,"Oshawa, ON",131.43
2023-06-26,"Oshawa, ON",131.55
2023-06-27,"Oshawa, ON",131.36
2023-06-28,"Oshawa, ON",131.42
2023-06-29,"Oshawa, ON",131.93
2023-06-30,"Oshawa, ON",131.99
2023-07-01,"Oshawa, ON",131.31
2023-07-02,"Oshawa, ON",130.49
2023-07-03,"Oshawa, ON",129.7
2023-07-04,"Oshawa, ON",129.09
2023-07-05,"Oshawa, ON",128.62
2023-07-06,"Oshawa, ON",128.11
2023-07-07,"Oshawa, ON",128.27
2023-07-08,"Oshawa, ON",128.61
2023-07-09,"Oshawa, ON",128.92
2023-07-10,"Oshawa, ON",129.34
2023-07-11,"Oshawa, ON",129.38
2023-07-12,"Oshawa, ON",129.28
2023-07-13,"Oshawa, ON",129.11
2023-07-14,"Oshawa, ON",128.92
2023-07-15,"Oshawa, ON",128.53
2023-07-16,"Oshawa, ON",128.15
2023-07-17,"Oshawa, ON",127.97
2023-07-18,"Oshawa, ON",127.65
2023-07-19,"Oshawa, ON",127.28
2023-07-20,"Oshawa, ON",126.94
2023-07-21,"Oshawa, ON",126.68
2023-07-22,"Oshawa, ON",126.51
2023-07-23,"Oshawa, ON",126.65
2023-07-24,"Oshawa, ON",126.67
2023-07-25,"Oshawa, ON",126.59
2023-07-26,"Oshawa, ON",126.77
2023-07-27,"Oshawa, ON",127.08
2023-07-28,"Oshawa, ON",127.07
2023-07-29,"Oshawa, ON",127.35
2023-07-30,"Oshawa, ON",127.32
2023-07-31,"Oshawa, ON",127.23
2023-08-01,"Oshawa, ON",127.41
2023-08-02,"Oshawa, ON",127.53
2023-08-03,"Oshawa, ON",127.31
2023-08-04,"Oshawa, ON",127.41
2023-08-05,"Oshawa, ON",127.45
2023-08-06,"Oshawa, ON",127.5
2023-08-07,"Oshawa, ON",127.49
2023-08-08,"Oshawa, ON",127.09
2023-08-09,"Oshawa, ON",126.67
2023-08-10,"Oshawa, ON",126.51
2023-08-11,"Oshawa, ON",125.81
2023-08-12,"Oshawa, ON",125.13
2023-08-13,"Oshawa, ON",124.55
2023-08-14,"Oshawa, ON",123.82
2023-08-15,"Oshawa, ON",124.42
2023-08-16,"Oshawa, ON",124.67
2023-08-17,"Oshawa, ON",124.71
2023-08-18,"Oshawa, ON",125.04
2023-08-19,"Oshawa, ON",125.18
2023-08-20,"Oshawa, ON",125.3
2023-08-21,"Oshawa, ON",125.53
2023-08-22,"Oshawa, ON",124.92
2023-08-23,"Oshawa, ON",124.8
2023-08-24,"Oshawa, ON",125.14
2023-08-25,"Oshawa, ON",125.35
2023-08-26,"Oshawa, ON",125.39
2023-08-27,"Oshawa, ON",125.22
2023-08-28,"Oshawa, ON",125.42
2023-08-29,"Oshawa, ON",125.58
2023-08-30,"Oshawa, ON",125.9
2023-08-31,"Oshawa, ON",125.66
2023-09-01,"Oshawa, ON",125.32
2023-09-02,"Oshawa, ON",125.37
2023-09-03,"Oshawa, ON",125.45
2023-09-04,"Oshawa, ON",125.44
2023-09-05,"Oshawa, ON",125.16
2023-09-06,"Oshawa, ON",124.3
2023-09-07,"Oshawa, ON",123.91
2023-09-08,"Oshawa, ON",123.99
2023-09-09,"Oshawa, ON",123.87
2023-09-10,"Oshawa, ON",123.56
2023-09-11,"Oshawa, ON",123.09
2023-09-12,"Oshawa, ON",122.6
2023-09-13,"Oshawa, ON",122.39
2023-09-14,"Oshawa, ON",121.93
2023-09-15,"Oshawa, ON",121.17
2023-09-16,"Oshawa, ON",120.49
2023-09-17,"Oshawa, ON",120.01
2023-09-18,"Oshawa, ON",119.66
2023-09-19,"Oshawa, ON",119.47
2023-09-20,"Oshawa, ON",119.17
2023-09-21,"Oshawa, ON",118.87
2023-09-22,"Oshawa, ON",118.76
2023-09-23,"Oshawa, ON",118.58
2023-09-24,"Oshawa, ON",118.55
2023-09-25,"Oshawa, ON",118.41
2023-09-26,"Oshawa, ON",118.53
2023-09-27,"Oshawa, ON",118.78
2023-09-28,"Oshawa, ON",119.01
2023-09-29,"Oshawa, ON",119.18
2023-09-30,"Oshawa, ON",119.33
2023-10-01,"Oshawa, ON",119.53
2023-10-02,"Oshawa, ON",119.63
2023-10-03,"Oshawa, ON",119.98
2023-10-04,"Oshawa, ON",119.68
2023-10-05,"Oshawa, ON",119.43
2023-10-06,"Oshawa, ON",119.34
2023-10-07,"Oshawa, ON",119.22
2023-10-08,"Oshawa, ON",118.72
2023-10-09,"Oshawa, ON",118.39
2023-10-10,"Oshawa, ON",117.32
2023-10-11,"Oshawa, ON",117.04
2023-10-12,"Oshawa, ON",117.03
2023-10-13,"Oshawa, ON",116.71
2023-10-14,"Oshawa, ON",116.58
2023-10-15,"Oshawa, ON",116.83
2023-10-16,"Oshawa, ON",116.74
2023-10-17,"Oshawa, ON",116.99
2023-10-18,"Oshawa, ON",116.96
2023-10-19,"Oshawa, ON",116.75
2023-10-20,"Oshawa, ON",116.4
2023-10-21,"Oshawa, ON",115.55
2023-10-22,"Oshawa, ON",115.41
2023-10-23,"Oshawa, ON",115.43
2023-10-24,"Oshawa, ON",115.5
2023-10-25,"Oshawa, ON",115.77
2023-10-26,"Oshawa, ON",115.94
2023-10-27,"Oshawa, ON",116.34
2023-10-28,"Oshawa, ON",117.04
2023-10-29,"Oshawa, ON",116.98
2023-10-30,"Oshawa, ON",117.09
2023-10-31,"Oshawa, ON",117.16
2023-11-01,"Oshawa, ON",117.35
2023-11-02,"Oshawa, ON",117.61
2023-11-03,"Oshawa, ON",117.67
2023-11-04,"Oshawa, ON",117.88
2023-11-05,"Oshawa, ON",118.01
2023-11-06,"Oshawa, ON",117.98
2023-11-07,"Oshawa, ON",118.09
2023-11-08,"Oshawa, ON",117.86
2023-11-09,"Oshawa, ON",117.25
2023-11-10,"Oshawa, ON",116.81
2023-11-11,"Oshawa, ON",116.15
2023-11-12,"Oshawa, ON",115.31
2023-11-13,"Oshawa, ON",114.29
2023-11-14,"Oshawa, ON",112.99
2023-11-15,"Oshawa, ON",111.98
2023-11-16,"Oshawa, ON",111.3
2023-11-17,"Oshawa, ON",110.66
2023-11-18,"Oshawa, ON",110.27
2023-11-19,"Oshawa, ON",110.22
2023-11-20,"Oshawa, ON",110.33
2023-11-21,"Oshawa, ON",110.82
